1,1,R,3.122
1,1,L,1.810
1,1,U,1.810
1,1,D,1.810
1,2,R,4.580
1,2,L,1.810
1,2,U,3.122
1,2,D,3.122
1,3,R,6.200
1,3,L,3.122
1,3,U,4.580
1,3,D,4.580
1,4,R,8.000
1,4,L,4.580
1,4,U,6.200
1,4,D,6.200
1,5,R,10.000
1,5,L,6.200
1,5,U,8.000
1,5,D,8.000
1,7,R,6.200
1,7,L,10.000
1,7,U,8.000
1,7,D,6.200
1,8,R,4.580
1,8,L,8.000
1,8,U,6.200
1,8,D,6.200
1,9,R,3.122
1,9,L,6.200
1,9,U,4.580
1,9,D,4.580
1,10,R,1.810
1,10,L,4.580
1,10,U,3.122
1,10,D,1.810
1,11,R,0.629
1,11,L,3.122
1,11,U,1.810
1,11,D,1.810
1,12,R,0.629
1,12,L,1.810
1,12,U,0.629
1,12,D,-0.434
2,7,R,6.200
2,7,L,6.200
2,7,U,8.000
2,7,D,4.580
2,10,R,1.810
2,10,L,1.810
2,10,U,3.122
2,10,D,0.629
2,12,R,-0.434
2,12,L,-0.434
2,12,U,0.629
2,12,D,-1.391
3,1,R,-1.391
3,1,L,-2.252
3,1,U,-2.252
3,1,D,-3.026
3,2,R,-0.434
3,2,L,-2.252
3,2,U,-1.391
3,2,D,-1.391
3,3,R,0.629
3,3,L,-1.391
3,3,U,-0.434
3,3,D,-0.434
3,4,R,1.810
3,4,L,-0.434
3,4,U,0.629
3,4,D,0.629
3,5,R,3.122
3,5,L,0.629
3,5,U,1.810
3,5,D,1.810
3,6,R,4.580
3,6,L,1.810
3,6,U,3.122
3,6,D,3.122
3,7,R,-10.000
3,7,L,3.122
3,7,U,6.200
3,7,D,4.580
3,9,R,0.629
3,9,L,-10.000
3,9,U,-0.434
3,9,D,-0.434
3,10,R,0.629
3,10,L,-0.434
3,10,U,1.810
3,10,D,0.629
3,12,R,-1.391
3,12,L,-1.391
3,12,U,-0.434
3,12,D,-10.000
4,1,R,-3.026
4,1,L,-3.026
4,1,U,-2.252
4,1,D,-3.724
5,1,R,-4.351
5,1,L,-3.724
5,1,U,-3.026
5,1,D,-3.724
5,2,R,-4.916
5,2,L,-3.724
5,2,U,-4.351
5,2,D,-4.351
5,3,R,-5.425
5,3,L,-4.351
5,3,U,-4.916
5,3,D,-4.916
5,4,R,-5.882
5,4,L,-4.916
5,4,U,-5.425
5,4,D,-5.425
5,5,R,-6.294
5,5,L,-5.425
5,5,U,-5.882
5,5,D,-5.882
5,6,R,-6.665
5,6,L,-5.882
5,6,U,-6.294
5,6,D,-6.294
5,7,R,-6.998
5,7,L,-6.294
5,7,U,-6.665
5,7,D,-6.665
5,8,R,-7.298
5,8,L,-6.665
5,8,U,-6.998
5,8,D,-6.998
5,9,R,-7.568
5,9,L,-6.998
5,9,U,-7.298
5,9,D,-7.298
5,10,R,-7.812
5,10,L,-7.298
5,10,U,-7.568
5,10,D,-7.568
5,11,R,-8.030
5,11,L,-7.568
5,11,U,-7.812
5,11,D,-7.812
5,12,R,-8.030
5,12,L,-7.812
5,12,U,-10.000
5,12,D,-8.030
