1,1,R,-9.974
1,1,L,-9.971
1,1,U,-9.971
1,1,D,-9.968
1,2,R,-9.976
1,2,L,-9.971
1,2,U,-9.974
1,2,D,-9.971
1,3,R,-9.979
1,3,L,-9.974
1,3,U,-9.976
1,3,D,-9.974
1,4,R,-9.981
1,4,L,-9.976
1,4,U,-9.979
1,4,D,-10.000
1,5,R,-9.983
1,5,L,-9.979
1,5,U,-9.981
1,5,D,-9.979
1,6,R,-9.985
1,6,L,-9.981
1,6,U,-9.983
1,6,D,-9.981
1,7,R,-9.986
1,7,L,-9.983
1,7,U,-9.985
1,7,D,-10.000
1,8,R,-9.987
1,8,L,-9.985
1,8,U,-9.986
1,8,D,-9.985
1,9,R,-9.989
1,9,L,-9.986
1,9,U,-9.987
1,9,D,-9.986
1,10,R,-9.990
1,10,L,-9.987
1,10,U,-9.989
1,10,D,-10.000
1,11,R,-9.991
1,11,L,-9.989
1,11,U,-9.990
1,11,D,-9.989
1,12,R,-9.992
1,12,L,-9.990
1,12,U,-9.991
1,12,D,-9.990
1,13,R,-9.993
1,13,L,-9.991
1,13,U,-9.992
1,13,D,-9.991
1,14,R,-9.993
1,14,L,-9.992
1,14,U,-9.993
1,14,D,-9.992
1,16,R,-9.704
1,16,L,-9.734
1,16,U,-9.734
1,16,D,-9.704
1,17,R,-9.672
1,17,L,-9.734
1,17,U,-9.704
1,17,D,-9.672
1,18,R,-9.672
1,18,L,-9.704
1,18,U,-9.672
1,18,D,-9.635
2,1,R,-9.971
2,1,L,-9.968
2,1,U,-9.971
2,1,D,-9.964
2,2,R,-9.974
2,2,L,-9.968
2,2,U,-9.974
2,2,D,-9.968
2,3,R,-10.000
2,3,L,-9.971
2,3,U,-9.976
2,3,D,-9.971
2,5,R,-9.981
2,5,L,-10.000
2,5,U,-9.981
2,5,D,-9.976
2,6,R,-10.000
2,6,L,-9.979
2,6,U,-9.983
2,6,D,-9.979
2,8,R,-9.986
2,8,L,-10.000
2,8,U,-9.986
2,8,D,-9.983
2,9,R,-10.000
2,9,L,-9.985
2,9,U,-9.987
2,9,D,-9.985
2,11,R,-9.990
2,11,L,-10.000
2,11,U,-9.990
2,11,D,-9.987
2,12,R,-9.991
2,12,L,-9.989
2,12,U,-9.991
2,12,D,-9.989
2,13,R,-9.992
2,13,L,-9.990
2,13,U,-9.992
2,13,D,-9.990
2,14,R,-9.992
2,14,L,-9.991
2,14,U,-9.993
2,14,D,-9.991
2,16,R,-9.672
2,16,L,-9.704
2,16,U,-9.734
2,16,D,-9.734
2,17,R,-9.635
2,17,L,-9.704
2,17,U,-9.704
2,17,D,-9.672
2,18,R,-9.635
2,18,L,-9.672
2,18,U,-9.672
2,18,D,-9.594
3,1,R,-9.968
3,1,L,-9.964
3,1,U,-9.968
3,1,D,-9.960
3,2,R,-9.971
3,2,L,-9.964
3,2,U,-9.971
3,2,D,-9.968
3,3,R,-9.974
3,3,L,-9.968
3,3,U,-9.974
3,3,D,-9.971
3,4,R,-9.976
3,4,L,-9.971
3,4,U,-10.000
3,4,D,-9.974
3,5,R,-9.979
3,5,L,-9.974
3,5,U,-9.979
3,5,D,-9.976
3,6,R,-9.981
3,6,L,-9.976
3,6,U,-9.981
3,6,D,-9.979
3,7,R,-9.983
3,7,L,-9.979
3,7,U,-10.000
3,7,D,-9.981
3,8,R,-9.985
3,8,L,-9.981
3,8,U,-9.985
3,8,D,-9.983
3,9,R,-9.986
3,9,L,-9.983
3,9,U,-9.986
3,9,D,-9.985
3,10,R,-9.987
3,10,L,-9.985
3,10,U,-10.000
3,10,D,-9.986
3,11,R,-9.989
3,11,L,-9.986
3,11,U,-9.989
3,11,D,-9.987
3,12,R,-9.990
3,12,L,-9.987
3,12,U,-9.990
3,12,D,-9.989
3,13,R,-9.991
3,13,L,-9.989
3,13,U,-9.991
3,13,D,-9.990
3,14,R,-9.991
3,14,L,-9.990
3,14,U,-9.992
3,14,D,-9.991
3,16,R,-9.734
3,16,L,-9.734
3,16,U,-9.704
3,16,D,-9.761
3,18,R,-9.594
3,18,L,-9.594
3,18,U,-9.635
3,18,D,-9.549
4,1,R,-9.960
4,1,L,-9.960
4,1,U,-9.964
4,1,D,-9.956
4,16,R,-9.761
4,16,L,-9.761
4,16,U,-9.734
4,16,D,-9.784
4,18,R,-9.549
4,18,L,-9.549
4,18,U,-9.594
4,18,D,-9.499
5,1,R,-9.951
5,1,L,-9.956
5,1,U,-9.960
5,1,D,-9.956
5,2,R,-9.945
5,2,L,-9.956
5,2,U,-9.951
5,2,D,-9.951
5,3,R,-9.939
5,3,L,-9.951
5,3,U,-9.945
5,3,D,-9.945
5,4,R,-9.932
5,4,L,-9.945
5,4,U,-9.939
5,4,D,-9.939
5,5,R,-9.925
5,5,L,-9.939
5,5,U,-9.932
5,5,D,-9.932
5,6,R,-9.916
5,6,L,-9.932
5,6,U,-9.925
5,6,D,-9.925
5,7,R,-9.907
5,7,L,-9.925
5,7,U,-9.916
5,7,D,-9.916
5,8,R,-9.897
5,8,L,-9.916
5,8,U,-9.907
5,8,D,-9.907
5,9,R,-9.885
5,9,L,-9.907
5,9,U,-9.897
5,9,D,-9.897
5,10,R,-9.873
5,10,L,-9.897
5,10,U,-9.885
5,10,D,-9.885
5,11,R,-9.859
5,11,L,-9.885
5,11,U,-9.873
5,11,D,-9.873
5,12,R,-9.843
5,12,L,-9.873
5,12,U,-9.859
5,12,D,-9.859
5,13,R,-9.825
5,13,L,-9.859
5,13,U,-9.843
5,13,D,-9.843
5,14,R,-9.806
5,14,L,-9.843
5,14,U,-9.825
5,14,D,-9.825
5,15,R,-9.784
5,15,L,-9.825
5,15,U,-9.806
5,15,D,-9.806
5,16,R,-9.784
5,16,L,-9.806
5,16,U,-9.761
5,16,D,-9.784
5,18,R,-9.499
5,18,L,-9.499
5,18,U,-9.549
5,18,D,-9.444
6,18,R,-9.444
6,18,L,-9.444
6,18,U,-9.499
6,18,D,-9.382
7,1,R,-6.665
7,1,L,-6.294
7,1,U,-6.294
7,1,D,-5.882
7,2,R,-6.998
7,2,L,-6.294
7,2,U,-6.665
7,2,D,-10.000
7,3,R,-7.298
7,3,L,-6.665
7,3,U,-6.998
7,3,D,-6.665
7,4,R,-7.568
7,4,L,-6.998
7,4,U,-7.298
7,4,D,-6.998
7,5,R,-7.812
7,5,L,-7.298
7,5,U,-7.568
7,5,D,-7.568
7,6,R,-8.030
7,6,L,-7.568
7,6,U,-7.812
7,6,D,-7.812
7,7,R,-8.227
7,7,L,-7.812
7,7,U,-8.030
7,7,D,-8.030
7,8,R,-10.000
7,8,L,-8.030
7,8,U,-8.227
7,8,D,-8.227
7,10,R,-9.152
7,10,L,-10.000
7,10,U,-9.237
7,10,D,-9.237
7,11,R,-9.058
7,11,L,-9.237
7,11,U,-9.152
7,11,D,-9.152
7,12,R,-8.953
7,12,L,-9.152
7,12,U,-9.058
7,12,D,-9.058
7,13,R,-9.058
7,13,L,-9.058
7,13,U,-8.953
7,13,D,-8.837
7,14,R,-9.152
7,14,L,-8.953
7,14,U,-9.058
7,14,D,-8.953
7,15,R,-9.237
7,15,L,-9.058
7,15,U,-9.152
7,15,D,-9.058
7,16,R,-9.313
7,16,L,-9.152
7,16,U,-9.237
7,16,D,-10.000
7,17,R,-9.382
7,17,L,-9.237
7,17,U,-9.313
7,17,D,-9.237
7,18,R,-9.382
7,18,L,-9.313
7,18,U,-9.444
7,18,D,-9.313
8,1,R,-10.000
8,1,L,-5.882
8,1,U,-6.294
8,1,D,-5.425
8,3,R,-6.998
8,3,L,-10.000
8,3,U,-6.998
8,3,D,-6.294
8,4,R,-6.998
8,4,L,-6.665
8,4,U,-7.298
8,4,D,-6.665
8,13,R,-8.953
8,13,L,-8.837
8,13,U,-8.953
8,13,D,-8.708
8,14,R,-9.058
8,14,L,-8.837
8,14,U,-9.058
8,14,D,-8.837
8,15,R,-10.000
8,15,L,-8.953
8,15,U,-9.152
8,15,D,-8.953
8,17,R,-9.313
8,17,L,-10.000
8,17,U,-9.313
8,17,D,-9.152
8,18,R,-9.313
8,18,L,-9.237
8,18,U,-9.382
8,18,D,-9.237
9,1,R,-5.882
9,1,L,-5.425
9,1,U,-5.882
9,1,D,-4.916
9,2,R,-6.294
9,2,L,-5.425
9,2,U,-10.000
9,2,D,-5.882
9,3,R,-6.665
9,3,L,-5.882
9,3,U,-6.665
9,3,D,-6.294
9,4,R,-6.998
9,4,L,-6.294
9,4,U,-6.998
9,4,D,-6.665
9,5,R,-7.298
9,5,L,-6.665
9,5,U,-6.998
9,5,D,-6.998
9,6,R,-7.568
9,6,L,-6.998
9,6,U,-7.298
9,6,D,-7.298
9,7,R,-7.812
9,7,L,-7.298
9,7,U,-7.568
9,7,D,-7.568
9,8,R,-8.030
9,8,L,-7.568
9,8,U,-7.812
9,8,D,-7.812
9,9,R,-8.227
9,9,L,-7.812
9,9,U,-8.030
9,9,D,-8.030
9,10,R,-8.405
9,10,L,-8.030
9,10,U,-8.227
9,10,D,-8.227
9,11,R,-8.564
9,11,L,-8.227
9,11,U,-8.405
9,11,D,-8.405
9,12,R,-8.708
9,12,L,-8.405
9,12,U,-8.564
9,12,D,-8.564
9,13,R,-8.837
9,13,L,-8.564
9,13,U,-8.837
9,13,D,-8.708
9,14,R,-8.953
9,14,L,-8.708
9,14,U,-8.953
9,14,D,-8.837
9,15,R,-9.058
9,15,L,-8.837
9,15,U,-9.058
9,15,D,-8.953
9,16,R,-9.152
9,16,L,-8.953
9,16,U,-10.000
9,16,D,-9.058
9,17,R,-9.237
9,17,L,-9.058
9,17,U,-9.237
9,17,D,-9.152
9,18,R,-9.237
9,18,L,-9.152
9,18,U,-9.313
9,18,D,-9.313
10,1,R,-4.916
10,1,L,-4.916
10,1,U,-5.425
10,1,D,-4.351
10,18,R,-9.313
10,18,L,-9.313
10,18,U,-9.237
10,18,D,-9.382
11,1,R,-4.351
11,1,L,-4.351
11,1,U,-4.916
11,1,D,-3.724
11,3,R,-0.434
11,3,L,-1.391
11,3,U,-1.391
11,3,D,-2.252
11,4,R,0.629
11,4,L,-1.391
11,4,U,-0.434
11,4,D,-1.391
11,5,R,1.810
11,5,L,-0.434
11,5,U,0.629
11,5,D,0.629
11,6,R,3.122
11,6,L,0.629
11,6,U,1.810
11,6,D,3.122
11,7,R,3.122
11,7,L,1.810
11,7,U,3.122
11,7,D,4.580
11,11,R,-9.672
11,11,L,-9.704
11,11,U,-9.704
11,11,D,-9.734
11,12,R,-9.635
11,12,L,-9.704
11,12,U,-9.672
11,12,D,-9.704
11,13,R,-9.594
11,13,L,-9.672
11,13,U,-9.635
11,13,D,-9.672
11,14,R,-9.549
11,14,L,-9.635
11,14,U,-9.594
11,14,D,-9.635
11,15,R,-9.499
11,15,L,-9.594
11,15,U,-9.549
11,15,D,-9.594
11,16,R,-9.444
11,16,L,-9.549
11,16,U,-9.499
11,16,D,-9.549
11,17,R,-9.382
11,17,L,-9.499
11,17,U,-9.444
11,17,D,-9.499
11,18,R,-9.382
11,18,L,-9.444
11,18,U,-9.313
11,18,D,-9.444
12,1,R,-3.026
12,1,L,-3.724
12,1,U,-4.351
12,1,D,-3.724
12,2,R,-2.252
12,2,L,-3.724
12,2,U,-3.026
12,2,D,-3.026
12,3,R,-1.391
12,3,L,-3.026
12,3,U,-1.391
12,3,D,-2.252
12,4,R,-1.391
12,4,L,-2.252
12,4,U,-0.434
12,4,D,-1.391
12,6,R,4.580
12,6,L,3.122
12,6,U,1.810
12,6,D,3.122
12,7,R,6.200
12,7,L,3.122
12,7,U,3.122
12,7,D,4.580
12,8,R,8.000
12,8,L,4.580
12,8,U,6.200
12,8,D,6.200
12,9,R,8.000
12,9,L,6.200
12,9,U,10.000
12,9,D,8.000
12,11,R,-9.704
12,11,L,-9.734
12,11,U,-9.704
12,11,D,-9.734
12,12,R,-9.672
12,12,L,-9.734
12,12,U,-9.672
12,12,D,-9.704
12,13,R,-9.635
12,13,L,-9.704
12,13,U,-9.635
12,13,D,-9.672
12,14,R,-9.594
12,14,L,-9.672
12,14,U,-9.594
12,14,D,-9.635
12,15,R,-9.549
12,15,L,-9.635
12,15,U,-9.549
12,15,D,-9.594
12,16,R,-9.499
12,16,L,-9.594
12,16,U,-9.499
12,16,D,-9.549
12,17,R,-9.444
12,17,L,-9.549
12,17,U,-9.444
12,17,D,-9.499
12,18,R,-9.444
12,18,L,-9.499
12,18,U,-9.382
12,18,D,-9.444
